language,n,m,load,input_file,ops_executed,op,time_ns,nodes_visited
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1985,199
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,34118,5706
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,2089,199
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,29752,5706
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1655,199
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,27025,5706
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1689,199
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,25639,5706
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1606,199
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,24125,5706
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1579,199
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,23760,5706
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1644,199
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,23226,5706
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1557,199
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,23203,5706
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1570,199
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,23553,5706
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1571,199
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,22745,5706
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1559,199
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,22717,5706
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1916,199
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,22840,5706
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1597,199
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,21888,5706
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1557,199
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,22007,5706
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1547,199
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,22292,5706
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1683,199
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,22256,5706
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1593,199
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,22295,5706
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1571,199
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,22583,5706
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1576,199
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,22101,5706
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1549,199
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,21740,5706
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1763,199
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,22492,5706
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1644,199
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,22807,5706
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1902,199
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,24436,5706
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1757,199
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,21920,5706
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1540,199
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,21573,5706
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1538,199
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,21546,5706
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1524,199
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,21419,5706
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1519,199
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,21306,5706
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1521,199
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,21309,5706
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1523,199
rust,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,21510,5706
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1962,199
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,36584,5706
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1739,199
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,96982,5706
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1989,199
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,30421,5706
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1460,199
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,29156,5706
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1423,199
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,28424,5706
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1448,199
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,28217,5706
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1426,199
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,27617,5706
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1396,199
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,27022,5706
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1371,199
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,34247,5706
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1487,199
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,26928,5706
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1368,199
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,26572,5706
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1363,199
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,26538,5706
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1366,199
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,26460,5706
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1391,199
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,26649,5706
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1468,199
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,26818,5706
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1435,199
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,27168,5706
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1454,199
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,27449,5706
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1375,199
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,26819,5706
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1378,199
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,26906,5706
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1350,199
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,26697,5706
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1353,199
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,26722,5706
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1352,199
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,26717,5706
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1355,199
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,27412,5706
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,2066,199
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,26481,5706
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1356,199
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,26394,5706
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1358,199
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,26206,5706
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1357,199
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,26148,5706
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1362,199
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,26270,5706
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1355,199
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,26186,5706
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,1332,199
cpp,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,26097,5706
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,35547,199
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,126055,5706
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,21393,199
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,101000,5706
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,19391,199
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,64463,5706
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,10845,199
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,61259,5706
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,10647,199
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,59230,5706
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,11524,199
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,61148,5706
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,13215,199
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,61389,5706
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,11647,199
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,57467,5706
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,15060,199
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,64192,5706
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,13787,199
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,57360,5706
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,19403,199
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,55646,5706
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,14735,199
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,53607,5706
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,9512,199
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,54544,5706
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,10799,199
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,57036,5706
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,12641,199
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,54747,5706
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,10768,199
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,57467,5706
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,10265,199
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,54335,5706
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,14693,199
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,52937,5706
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,12412,199
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,54589,5706
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,9480,199
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,55860,5706
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,11671,199
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,52737,5706
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,9948,199
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,52100,5706
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,11388,199
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,53051,5706
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,11335,199
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,50515,5706
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,9657,199
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,86645,5706
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,10736,199
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,55993,5706
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,12876,199
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,64267,5706
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,10875,199
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,53631,5706
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,10692,199
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,52800,5706
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,10236,199
java,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,57938,5706
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,58826,199
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,1012141,5706
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,56138,199
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,1023071,5706
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,57252,199
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,1024167,5706
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,55002,199
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,1097814,5706
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,63951,199
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,1168747,5706
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,87743,199
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,1110190,5706
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,58456,199
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,1024754,5706
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,58243,199
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,1073018,5706
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,58326,199
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,1152058,5706
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,67014,199
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,1209454,5706
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,67868,199
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,1139550,5706
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,59244,199
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,1081399,5706
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,59342,199
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,1109353,5706
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,58168,199
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,1046225,5706
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,54842,199
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,1068926,5706
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,55424,199
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,1061343,5706
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,57716,199
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,1042057,5706
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,57731,199
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,1037652,5706
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,65683,199
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,1046135,5706
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,54721,199
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,1011255,5706
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,54289,199
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,1006131,5706
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,53901,199
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,1021199,5706
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,57832,199
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,1091587,5706
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,60584,199
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,1301887,5706
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,77015,199
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,1277924,5706
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,70156,199
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,1137047,5706
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,62144,199
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,1080073,5706
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,59446,199
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,1032173,5706
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,55405,199
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,1054348,5706
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,build,57885,199
python,100,100,query,/workspace/data/input_n100_m100_s42_random_query.txt,300,batch_ops,1067779,5706
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,build,1470,199
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,batch_ops,15546,1393
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,build,1553,199
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,batch_ops,12288,1393
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,build,1438,199
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,batch_ops,11157,1393
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,build,1467,199
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,batch_ops,11094,1393
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,build,1544,199
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,batch_ops,10556,1393
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,build,1472,199
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,batch_ops,10467,1393
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,build,1521,199
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,batch_ops,10302,1393
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,build,1480,199
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,batch_ops,10421,1393
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,build,1596,199
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,batch_ops,10429,1393
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,build,1512,199
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,batch_ops,10806,1393
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,build,2070,199
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,batch_ops,9743,1393
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,build,1428,199
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,batch_ops,10238,1393
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,build,1432,199
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,batch_ops,10099,1393
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,build,1406,199
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,batch_ops,10010,1393
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,build,1484,199
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,batch_ops,10057,1393
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,build,1478,199
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,batch_ops,10136,1393
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,build,1764,199
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,batch_ops,10437,1393
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,build,1612,199
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,batch_ops,10411,1393
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,build,1453,199
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,batch_ops,10161,1393
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,build,1487,199
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,batch_ops,10437,1393
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,build,1434,199
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,batch_ops,10573,1393
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,build,1567,199
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,batch_ops,10310,1393
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,build,1492,199
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,batch_ops,10430,1393
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,build,1452,199
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,batch_ops,10377,1393
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,build,1454,199
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,batch_ops,11250,1393
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,build,1513,199
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,batch_ops,10767,1393
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,build,1794,199
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,batch_ops,10568,1393
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,build,1553,199
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,batch_ops,10449,1393
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,build,1492,199
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,batch_ops,11234,1393
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,build,1477,199
rust,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,batch_ops,10571,1393
cpp,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,build,2028,199
cpp,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,batch_ops,16022,1393
cpp,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,build,1919,199
cpp,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,batch_ops,13737,1393
cpp,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,build,1487,199
cpp,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,batch_ops,12219,1393
cpp,100,100,update,/workspace/data/input_n100_m100_s42_random_update.txt,100,build,1556,199
